MERK,TYPE,ACTIVITY,Fuel Tank Cap. L, Average , Low , Mid , High 
LIU GONG,"GRADER, LIU GONG, CLG4260D-R",SUPPORT,GraderLiugong,  20 ,  16 ,  20 ,  24 
GD705A-5,"GRADER, KOMATSU, GD705A-5",SUPPORT,Grader705,  26 ,  14 ,  26 ,  31 
KOMATSU,GD535-5 MG,SUPPORT,Grader535,  14 ,  8 ,  14 ,  17 
KOMATSU,GD825A-2,SUPPORT,Grader825,  29 ,  18 ,  29 ,  35 
Komatsu,GD 535,SUPPORT,Grader535,  14 ,  8 ,  14 ,  17 
KOMATSU,GD825A-2,SUPPORT,Grader825,  29 ,  18 ,  29 ,  35 
KOMATSU,Motor Grader - Komatsu - GD705-4,SUPPORT,Grader705,  21 ,  12 ,  21 ,  25 
KOMATSU,GD825A2,SUPPORT,Grader825,  29 ,  18 ,  29 ,  35 
HINO, FM8JNKD-MGJ MT ,SUPPORT,DT OTHER,  15 ,  12 ,  15 ,  18 
FM 66 R," TRUCK, TIRE, VOLVO, FMX440, 6X6 ",SUPPORT,Otherunit,  35 ,  28 ,  35 ,  42 
FM260JD," LUBE TRUCK, HINO, FM260JD ",SUPPORT,LubeTruck,  35 ,  28 ,  35 ,  42 
FM66R," TRUCK, CRANE, VOLVO, FM66R, 6X6 ",SUPPORT,CraneTruck,  26 ,  21 ,  26 ,  31 
FMX330," TRUCK, MANHAUL, VOLVO, FMX330, 4X4, 40 SEAT ",SUPPORT,BUS,  1 ,  1 ,  1 ,  1 
FMX-400 6x4," TRUCK, DUMP, VOLVO, FMX-400 6x4 ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
FMX440," TRUCK, CRANE, VOLVO, FMX440, 6X6, 15T ",SUPPORT,CraneTruck,  26 ,  21 ,  26 ,  31 
FMX440," TRUCK, FUEL, VOLVO, FMX440, 6X6 25KL ",SUPPORT,FuelTruck,  26 ,  21 ,  26 ,  31 
FMX440," TRUCK, FUEL, VOLVO, FMX440, 6X6, 25KL ",SUPPORT,FuelTruck,  26 ,  21 ,  26 ,  31 
FMX440," TRUCK, P-MOVER, VOLVO, FMX440, 6X6 ",SUPPORT,Service Truck,  26 ,  21 ,  26 ,  31 
FMX440," TRUCK, SERVICE, VOLVO, FMX440, 6X6 ",SUPPORT,Service Truck,  26 ,  21 ,  26 ,  31 
FMX440," TRUCK, WASH, VOLVO, FMX440, 6X6, 20KL ",SUPPORT,DT OTHER,  26 ,  21 ,  26 ,  31 
FMX440," TRUCK, WELDING, VOLVO, FMX440, 6X6 ",SUPPORT,Welding,  26 ,  21 ,  26 ,  31 
FMX480," LOWBOY, VOLVO, FMX480 ",SUPPORT,Lowboy,  35 ,  28 ,  35 ,  42 
KAESER," COMPRESSOR, DIESEL, KAESER, M100, 180CFM, 10 BAR ",SUPPORT,Compressor,  13 ,  4 ,  13 ,  6 
STRADA-TRITON," MITSUBISHI, TRITON, 4X4, HDX (FMS01) ",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
Volvo, FMX 440 66R / (ST) ,SUPPORT,DT OTHER,  25 ,  20 ,  25 ,  30 
FMX-440 8X4," TRUCK, DUMP, VOLVO, FMX-440 8X4 ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
VOLVO, FMX440 ,HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
VOLVO," TRUCK, LIGHT, VOLVO , FM440,36T ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
VOLVO," TRUCK, LIGHT, VOLVO , FM440,33T ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
VOLVO," TRUCK, LIGHT, VOLVO , FM440,35T ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
VOLVO," TRUCK, LIGHT, VOLVO , FM440,37T ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
VOLVO," TRUCK, LIGHT, VOLVO , FM440,34T ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
VOLVO," TRUCK, LIGHT, VOLVO , FM440,42T ",HAULING,DT COAL,  35 ,  30 ,  35 ,  40 
ATLAS COPCO, G15-22P FM ,SUPPORT,Compressor,  13 ,  24 ,  13 ,  36 
ATLAS COPCO, G15P A 10 FM ,SUPPORT,Compressor,  13 ,  24 ,  13 ,  36 
VOLVO, FMX440AM ,SUPPORT,DT Other,  44 ,  35 ,  44 ,  53 
VOLVO, FM9CT ,SUPPORT,CraneTruck,  24 ,  18 ,  27 ,  32 
VOLVO, FMX370 ,SUPPORT,DT Other,  38 ,  35 ,  38 ,  45 
Volvo, FMX440CT ,SUPPORT,CraneTruck,  42 ,  38 ,  42 ,  50 
Volvo, FMX440 ,SUPPORT,DT Other,  42 ,  38 ,  42 ,  50 
VOLVO,Dump Truck 12 Roda - Volvo - FMX440,HAULING,DT COAL,  33 ,  30 ,  33 ,  40 
ATLAS COPCO,G15-22P FM,SUPPORT,Compressor,  30 ,  24 ,  30 ,  36 
ATLAS COPCO,G15P A 10 FM,SUPPORT,Compressor,  30 ,  24 ,  30 ,  36 
ATLAS COPCO,GA18FF-10FM,SUPPORT,Compressor,  5 ,  4 ,  5 ,  6 
FM 66 R,"TRUCK, TIRE, VOLVO, FMX440, 6X6",SUPPORT,Service Truck,  35 ,  28 ,  35 ,  42 
FM260JD,"LUBE TRUCK, HINO, FM260JD",SUPPORT,LubeTruck,  35 ,  28 ,  35 ,  42 
FM66R,"TRUCK, CRANE, VOLVO, FM66R, 6X6",SUPPORT,CraneTruck,  26 ,  21 ,  26 ,  31 
FMX330,"TRUCK, MANHAUL, VOLVO, FMX330, 4X4, 40 SEAT",SUPPORT,BUS,  26 ,  21 ,  26 ,  31 
FMX-400 6x4,"TRUCK, DUMP, VOLVO, FMX-400 6x4",HAULING,#N/A,  26 ,  21 ,  26 ,  31 
FMX440,"TRUCK, CRANE, VOLVO, FMX440, 6X6, 15T",SUPPORT,CraneTruck,  26 ,  21 ,  26 ,  31 
FMX440,"TRUCK, FUEL, VOLVO, FMX440, 6X6 25KL",SUPPORT,Fueltruck,  26 ,  21 ,  26 ,  31 
FMX440,"TRUCK, FUEL, VOLVO, FMX440, 6X6, 25KL",SUPPORT,Fueltruck,  26 ,  21 ,  26 ,  31 
FMX440,"TRUCK, P-MOVER, VOLVO, FMX440, 6X6",SUPPORT,Service Truck,  26 ,  21 ,  26 ,  31 
FMX440,"TRUCK, SERVICE, VOLVO, FMX440, 6X6",SUPPORT,Service Truck,  26 ,  21 ,  26 ,  31 
FMX440,"TRUCK, WASH, VOLVO, FMX440, 6X6, 20KL",SUPPORT,WTDT,  26 ,  21 ,  26 ,  31 
FMX440,"TRUCK, WELDING, VOLVO, FMX440, 6X6",SUPPORT,Service Truck,  26 ,  21 ,  26 ,  31 
FMX-440 8X4,"TRUCK, DUMP, VOLVO, FMX-440 8X4",HAULING,#N/A,  30 ,  24 ,  30 ,  36 
FMX480,"LOWBOY, VOLVO, FMX480",SUPPORT,Lowboy,  35 ,  28 ,  35 ,  42 
HINO,FM8JNKD-MGJ MT,SUPPORT,Other DT,  15 ,  12 ,  15 ,  18 
KAESER,"COMPRESSOR, DIESEL, KAESER, M100, 180CFM, 10 BAR",SUPPORT,Compressor,  5 ,  4 ,  5 ,  6 
Volvo,FMX440WT,SUPPORT,WTDT,  23 ,  12 ,  23 ,  28 
STRADA-TRITON,"MITSUBISHI, TRITON, 4X4, HDX (FMS01)",SUPPORT,LV,  1 ,  1 ,  1 ,  1 
Volvo,FMX 440 66R / (ST),SUPPORT,DT OTHER,  25 ,  20 ,  25 ,  30 
VOLVO,FMX440,HAULING,DT,  35 ,  30 ,  33 ,  40 
VOLVO,FMX440AM,SUPPORT,DT OTHER,  44 ,  35 ,  44 ,  53 
VOLVO,FM9CT,SUPPORT,DT OTHER,  24 ,  18 ,  27 ,  32 
VOLVO,FMX370,SUPPORT,DT OTHER,  40 ,  32 ,  40 ,  48 
Volvo,FMX440CT,SUPPORT,DT OTHER,  44 ,  35 ,  44 ,  53 
Volvo,FMX440,SUPPORT,DT OTHER,  44 ,  35 ,  44 ,  53 
VOLVO,Dump Truck 12 Roda - Volvo - FMX440,HAULING,#N/A,  17 ,  12 ,  17 ,  20 
VOLVO,FM9LO,SUPPORT,DT OTHER,  24 ,  18 ,  27 ,  32 
VOLVO,FM370CT,,Other DT,  40 ,  32 ,  40 ,  48 
VOLVO,FM440LT,,Other DT,  44 ,  35 ,  44 ,  53 
VOLVO,FM9FT,,Other DT,  24 ,  18 ,  27 ,  32 
VOLVO,FMX440FT,,Other DT,  44 ,  35 ,  44 ,  53 
VOLVO,FM9LO,,Other DT,  24 ,  18 ,  27 ,  32 
VOLVO,FM9LO,,Other DT,  24 ,  18 ,  27 ,  32 
VOLVO ,Dump Truck 10 Roda - Volvo - FMX-400 6x4,HAULING,#N/A,  26 ,  21 ,  26 ,  31 
VOLVO,"FM440,36T",HAULING,#N/A,  30 ,  24 ,  30 ,  36 
VOLVO," FM440,33T",HAULING,#N/A,  30 ,  24 ,  30 ,  36 
VOLVO,"FM440,35T",HAULING,#N/A,  30 ,  24 ,  30 ,  36 
VOLVO,"FM440,37T",HAULING,#N/A,  30 ,  24 ,  30 ,  36 
VOLVO,"FM440,34T",HAULING,#N/A,  30 ,  24 ,  30 ,  36 
VOLVO,"FM440,42T",HAULING,#N/A,  30 ,  24 ,  30 ,  36 
VOLVO,"TRUCK, LIGHT, VOLVO , FM440,41T",HAULING,DT Coal,  35 ,  30 ,  33 ,  40 
VOLVO,"FM440,33T",HAULING,DT Coal,  35 ,  30 ,  33 ,  40 
RCU,Fuel Skid 20KL,,Fuel Tank / Skidding,  1 ,  1 ,  1 ,  1 
RCU,Fuel Tank 1000L,,Fuel Tank / Skidding,  1 ,  1 ,  1 ,  1 
RCU,Fuel Skid 40KL,,Fuel Tank / Skidding,  1 ,  1 ,  1 ,  1 
RCU,Fuel Skid 35KL,,Fuel Tank / Skidding,  1 ,  1 ,  1 ,  1 
ALLMAKES," LIGHTING TOWER, ALLMAKES, LED, TL4 ",SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
ATLAS COPCO, TOWER LAMP. QLT M10 ,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
ALLMAKES, AM-LTM-4000KS ,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
PATRIA, LS4-1400 ,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
ISUZU, FVR 285 ,SUPPORT,Towerlamp,  18 ,  14 ,  18 ,  22 
PATRIA, LS4-1400 ,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
MULTIFLO, Water Pump ,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
PDP, Tower Lamp ,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
PATRIA, Tower Lamp ,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
PATRIA, Mega Tower ,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
KUBOTA, Mega Tower ,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
KUBOTA, Mini Tower ,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
ALLMAKES,"LIGHTING TOWER, ALLMAKES, LED, TL4",SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
ALLMAKES,AM-LTM-4000KS,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
ATLAS COPCO,TOWER LAMP. QLT M10,SUPPORT,Towerlamp,  1 ,  1 ,  1 ,  1 
KUBOTA,Mega Tower,SUPPORT,towerlamp,  2 ,  2 ,  2 ,  2 
KUBOTA,Mini Tower,SUPPORT,towerlamp,  1 ,  1 ,  1 ,  1 
MULTIFLO,Tower Lamp,SUPPORT,towerlamp,  2 ,  1 ,  2 ,  2 
PATRIA,LS4-1400,SUPPORT,towerlamp,  14 ,  11 ,  14 ,  17 
PATRIA,LS4-1400,SUPPORT,towerlamp,  14 ,  11 ,  14 ,  17 
PATRIA,Tower Lamp,SUPPORT,towerlamp,  2 ,  1 ,  2 ,  2 
PATRIA,Mega Tower,SUPPORT,towerlamp,  2 ,  2 ,  2 ,  2 
PATRIA,LS42000,SUPPORT,towerlamp,  2 ,  2 ,  2 ,  2 
PATRIA,LS46000,SUPPORT,towerlamp,  2 ,  2 ,  2 ,  2 
PDP,Tower Lamp,SUPPORT,towerlamp,  2 ,  1 ,  2 ,  2 
PDP,LS42000,SUPPORT,towerlamp,  2 ,  2 ,  2 ,  2 
PDP,LS46000,SUPPORT,towerlamp,  2 ,  2 ,  2 ,  2 
Towerlamp,PL30P,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
COATES HIRE,Lighting Tower - Coates - ALT3500-L,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
YANMAR TF85,TF85,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
YANMAR TF105,TF105,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
YANMAR TF65,TF65,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
Coates Service,PLT3500N-EL,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
GENERAC,VT8K-LED,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
KIRLOSKAR,KG15WS,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
Perkins,IngersollRand,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
Coates Service,ALT3500M-EL,SUPPORT,Towerlamp,  2 ,  1 ,  2 ,  2 
777D," TRUCK, WATER, CATERPILLAR, 777D, 80KL ",SUPPORT,WTHD,  85 ,  68 ,  85 ,  102 
AD380T44W," TRUCK, WATER, IVECO, TRAKKER 440, 8X4 ",SUPPORT,WTDT,  24 ,  19 ,  24 ,  29 
AD410T44H," TRUCK, WATER, IVECO, TRAKKER 440, 8X4 ",SUPPORT,WTDT,  24 ,  19 ,  24 ,  29 
CWB6BLLDN2," WATER TRUCK, NISSAN QUON, CWB6BLLDN2 ",SUPPORT,WTDT,  24 ,  19 ,  24 ,  29 
MB AXOR 2528CX," WATER TRUCK, MERCEDES BENZ, MB AXOR 2528CX ",SUPPORT,WTDT,  30 ,  24 ,  30 ,  36 
ISUZU FVZ 285, FCR34L 285PS WT ,SUPPORT,WTDT,  10 ,  8 ,  10 ,  12 
ISUZU, FVZ34NHP61011L2S ,SUPPORT,WTDT,  9 ,  6 ,  9 ,  13 
KOMATSU, HD7857WT ,SUPPORT,WTHD,  68 ,  48 ,  68 ,  93 
KOMATSU, Water Truck ,SUPPORT,WTHD,  77 ,  48 ,  77 ,  93 
SCANIA, Water Truck ,SUPPORT,WTDT,  28 ,  20 ,  28 ,  33 
CAT,"TRUCK, WATER, CATERPILLAR, 777D, 80KL",SUPPORT,WTHD,  73 ,  45 ,  73 ,  88 
AD380T44W,"TRUCK, WASH, IVECO, AD380T44W, 6X6, 20KL",SUPPORT,WTDT,  24 ,  19 ,  24 ,  29 
AD380T44W,"TRUCK, WATER, IVECO, TRAKKER 440, 8X4",SUPPORT,WTDT,  24 ,  19 ,  24 ,  29 
AD410T44H,"TRUCK, WATER, IVECO, TRAKKER 440, 8X4",SUPPORT,WTDT,  24 ,  19 ,  24 ,  29 
NISSAN,"WATER TRUCK, NISSAN QUON, CWB6BLLDN2",SUPPORT,WTDT,  24 ,  19 ,  24 ,  29 
FMX440,"TRUCK, WASH, VOLVO, FMX440, 6X6, 20KL",SUPPORT,WTDT,  26 ,  21 ,  26 ,  31 
KOMATSU,HD7857WT,SUPPORT,WTHD,  77 ,  58 ,  77 ,  93 
KOMATSU,Water Truck,SUPPORT,WTDT,  77 ,  48 ,  77 ,  93 
MB AXOR 2528CX,"WATER TRUCK, MERCEDES BENZ, MB AXOR 2528CX",SUPPORT,WTDT,  30 ,  24 ,  30 ,  36 
Volvo,FMX440WT,SUPPORT,WTDT,  23 ,  12 ,  23 ,  28 
SCANIA,Water Truck,SUPPORT,WTDT,  26 ,  20 ,  28 ,  33 
P360B," TRUCK, SHUTDOWN, SCANIA, P360B, 6X6  ",SUPPORT,DT OTHER,  30 ,  24 ,  30 ,  36 
SCANIA, P380CB6X6AM ,HAULING,DT Other,  35 ,  30 ,  35 ,  40 
Volvo, P380CB6X6EHZ ,SUPPORT,DT Other,  46 ,  40 ,  46 ,  55 
SCANIA, P380CB6X6WT ,SUPPORT,DT Other,  28 ,  20 ,  28 ,  33 
NISSAN,P380CB6X6CT,SUPPORT,DT Other,  32 ,  20 ,  32 ,  38 
Nissan,P360CB6X6WT,SUPPORT,DT Other,  26 ,  16 ,  26 ,  32 
P360B,"TRUCK, SHUTDOWN, SCANIA, P360B, 6X6 ",SUPPORT,DT Other,  30 ,  24 ,  30 ,  36 
SCANIA,P380CB6X6AM,HAULING,#N/A,  24 ,  18 ,  25 ,  30 
SCANIA,P380CB6X6WT,SUPPORT,DT Other,  26 ,  20 ,  28 ,  33 
SCANIA,P380CB6X6LO,SUPPORT,DT Other,  24 ,  18 ,  25 ,  30 
SCANIA,P380CB6X6LO,SUPPORT,DT Other,  24 ,  18 ,  25 ,  30 
SCANIA,P380CB6X6FT,SUPPORT,DT Other,  24 ,  18 ,  25 ,  30 
SCANIA,P360CB6X6FT,SUPPORT,DT Other,  26 ,  20 ,  28 ,  33 
Volvo,P380CB6X6EHZ,SUPPORT,DT OTHER,  48 ,  38 ,  48 ,  57 
TWM06367," PUMP, KSB, LSA 6X8-25, CAT C27, 16PU2382 ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
XH 200," WATER PUMP, Coates,  XH 200 ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
DND 150," PUMP, BOOSTER, KSB, DND 150, CAT C15 ",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
DND 150," PUMP, DEWATERING, KSB, DND 150, CAT C15 ",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
DND 150," PUMP, KSB, DND150, BOOSTER, CAT C15 ",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
DND200," PUMP, DEWATERING, KSB, DND200-5HX ",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
DND200," PUMP, DND200 c/w PONTOON 16MA0101 ",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
DND200," PUMP, DND200 c/w PONTOON 16MA0108 ",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
DND200-MHX," PUMP, KSB, DND200-MHX, CAT C27 ",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
EK1343-150 SS," WATER PUMP, Volvo Penta KSB, EK1343-150 SS ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
LCC-H200-610.5K AB M1," WATER PUMP, Volvo Penta KSB, LCC-H200-610.5K AB M1 ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
LSA 6X8-25," PUMP, KSB, LSA 6X6-25, CAT C27 ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
LSA 6X8-25," PUMP, KSB, LSA 6X8-25, CAT C27 ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MF290," PUMP, MULTIFLO, MF290[c/w16MA0120] ",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
MF385HP," PUMP, DEWATERING, WEIR, MF385HP, CAT C13 ",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
MF420," PUMP, MULTIFLO, MF420[c/w16MA0110] ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MF420A05Y-IMP," WATER PUMP, Multiflo, MF420A05Y-IMP ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MF420EXHV," PUMP, MULTIFLO, MF420EXHV, CAT C27 ",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
Caterpillar, CAT-3306 ,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
CATERPILLAR C-12, SYKES XH-150 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
SCANIA DC13074A, KSB LCC-H150 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
SCANIA DC16074A, KSB LCC-H200 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
SCANIA DC1640A, KSB LCC-H150 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
SCANIA DC1641A, KSB LCC-H150 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1343VE, KSB LCC-H150 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1642VE, KSB LCC-H200 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1643VE, KSB LCC-H200 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1643VE-HD, KSB LCC-H200 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1643VE-HD, VOLVO TAD1643VE-HD ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
Sykes, HH150 ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
KSB, Water Pump ,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
MULTIFLO, Water Pump ,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MILLER, Sump Pump ,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
CAT,SYKES XH-150,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
DND 150,"PUMP, BOOSTER, KSB, DND 150, CAT C15",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
DND 150,"PUMP, DEWATERING, KSB, DND 150, CAT C15",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
DND 150,"PUMP, KSB, DND150, BOOSTER, CAT C15",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
DND200,"PUMP, DEWATERING, KSB, DND200-5HX",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
DND200,"PUMP, DND200 c/w PONTOON 16MA0101",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
DND200,"PUMP, DND200 c/w PONTOON 16MA0108",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
DND200-MHX,"PUMP, KSB, DND200-MHX, CAT C27",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
EK1343-150 SS,"WATER PUMP, Volvo Penta KSB, EK1343-150 SS",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
KSB,WA3803,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
KSB,WA6003TY,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
LCC-H200-610.5K AB M1,"WATER PUMP, Volvo Penta KSB, LCC-H200-610.5K AB M1",SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
LSA 6X8-25,"PUMP, KSB, LSA 6X6-25, CAT C27",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
LSA 6X8-25,"PUMP, KSB, LSA 6X8-25, CAT C27",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
LSA 6X8-25,"PUMP, KSB, LSA 6X6-25, CAT C27",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MF290,"PUMP, MULTIFLO, MF290[c/w16MA0120]",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
MF385HP,"PUMP, DEWATERING, WEIR, MF385HP, CAT C13",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
MF420,"PUMP, MULTIFLO, MF420[c/w16MA0110]",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MF420A05Y-IMP,"WATER PUMP, Multiflo, MF420A05Y-IMP",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MF420EXHV,"PUMP, MULTIFLO, MF420EXHV, CAT C27",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MILLER,Hi-Pressure Pump,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MILLER,Sump Pump,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,Water Pump,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,Water Pump,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MEB-420EXHV,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MF420EXHV,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MFV290C,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
MULTIFLO,WA6003TY,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,LSA6x8,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,RF-85MW,SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
MULTIFLO,RF-85MW,SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
MULTIFLO,MFV420EXHV,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,LEGRA140,SUPPORT,Booster Pump,  50 ,  33 ,  50 ,  73 
MULTIFLO,MFV-W420B,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MF-420E,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MF420EXHV,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MEB-420EXHV,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MEB-420EXHV,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
MULTIFLO,MFV290C,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
SCANIA DC13074A,KSB LCC-H150,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
SCANIA DC16074A,KSB LCC-H200,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
SCANIA DC1640A,KSB LCC-H150,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
SCANIA DC1641A,KSB LCC-H150,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
Sykes,HH150,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
TWM06367,"PUMP, KSB, LSA 6X8-25, CAT C27, 16PU2382",SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1343VE,KSB LCC-H150,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1642VE,KSB LCC-H200,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1643VE,KSB LCC-H200,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
VOLVO TAD1643VE-HD,KSB LCC-H200,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
WARMAN,Water Pump,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
WARMAN,Dewatering Pump,SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
WARMAN,EWP420,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
WARMAN,MF-420E,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
WARMAN,MF-420E,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
WARMAN,MF420EX,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
WARMAN,EWP420,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
XH 200,"WATER PUMP, Coates,  XH 200",SUPPORT,Small Pump,  13 ,  8 ,  13 ,  20 
KOMATSU,MF420EXHV,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
WARMAN,MF420EX,SUPPORT,Water Pump,  40 ,  23 ,  40 ,  63 
